review_id,source,product_category,review_text,rating,label
REV00524,Google Play Store,Games - Action RPG,"This game is just wasted potential...story, gameplay and even character design. Things have gotten so bad recently that even fans make better designs and theorys about upcoming story lines, so good to the point the actual story seems almost boring...compared to last year, the story line gameplay, lore, character design and even just events were amazing and actually interesting! But the new reigon lacks almost all of that, allmost seeming disrespcetfull to the culture they inspired from...",2,negative
REV00525,Google Play Store,Games - Social Deduction,"Tbh, I've always disliked this game since 2021 with their quick chat update, I installed it again and they have definitely improved in terms of bugs, the game is great overall and it's really fun. However, 1 bug that's been annoying me is the ""The Among Us Servers could not authenticate you"" error message I get when I try to join any lobby, whether that be mine or others, pls fix it's getting out of hand",3,neutral
REV00526,Google Play Store,Games - Sandbox,"I've been playing since 2019 and they've completely ruined the game, The age verification sucks and I can't talk with my friends that I've been friends with for years now, the dynamic faces are absolutely horrendous and they just look creepy, removed classic faces completely. Give us our faces back.",1,negative
REV00527,Google Play Store,Games - Sandbox,"fun playing on Chromebook because of the extra space allowing me to play slightly higher performance mods than on my phone, but for whatever reason I cannot play with my friends. I don't have a lot, but whenever I do try to play multiplayer I find my friend keeps being removed from my friends list despite us having played together before. it shows on her computer that I am a friend but she cant join my world and I cant do hers unless she invites me because she keeps getting removed from my list.",3,neutral
REV00528,Google Play Store,Games - Shooter,"I love the game. I played the game for a year now. But since the game updated I couldn't play it for long because everytime if I go in to rank the game, the started to kick me out, and when I went back in the game, the told me that the match was over and that time my friends was still in the game, making me loose my rank points. I know that you trying to minimize the lagging issues, but it's not working quite well. Can you at least fix the problem of a player kicking out of any game mode.",2,negative
REV00529,Google Play Store,Games - Strategy,"dear Supercell, I'm having issues with WiFi right now, that it felt like it needs to consume more, as I 3 Star in CWL, it didn't happened because of how high consumption of WiFi needed despite my connection is stable. other games work fine but this took long and connection lost",3,neutral
REV00530,Google Play Store,Games - Puzzle,"kindly remove the candy royale section as it is a very big disturbance for me by which i cannot play continously, and it breaks my rythm and its a complete waste of time for everyone, kindly stop it or else i will switch to some other game or fully uninstall it after deleting my account. Its a annoying section which has no sense at all.",1,negative
REV00531,Google Play Store,Games - Sandbox,"broken. it's laggier than ever, has a new ""browse add-ons!"" button in the middle of the pause menu, and has so many issues on pc with 1.21.120 that it's unplayable. the team who works on bedrock has no care other than cash. I highly recommend not buying anything from this company until they fix it. it's unacceptable.",3,neutral
REV00532,Google Play Store,Games - Strategy,"I enjoy the depth of the game development; which is periodic based on your town hall level. The 'strategery' for raiding and defending. All the vast cast of awesome and unique characters is also a fun treat; thanks, Supercell!",5,positive
REV00533,Google Play Store,Games - Social Deduction,"I'm debating that the level system(which was added 2 or 4 years ago)ruined the mysterious energy of the match itself. Its a hiearchy, players with high levels are automatically listened by lower levels like me. But i rebel these type of Hiearchy. Playing imp is harder today and thats the reason i quitted before. Call it Skill issue, i dont care about skill. i just wanna stay in the server longer with a smile on my or our faces. agree or disagree. Its ruined, atleast for me.",3,neutral
REV00534,Google Play Store,Games - Strategy,"Like every other reviewer has mentioned: Pay2win. Besides that the mechanics are good, the game is fun to play, and the frequency of matching with one of the Pay2win players is fairly low but increases with your arena rank. Conclusion: 🤷‍♂️ meh. I have no strong feelings one way or another.",3,neutral
REV00535,Google Play Store,Games - Endless Runner,"YOU DIDN'T HAVE TO DOWNGRADE THE GRAPHICS SO MUCH i get its so city will look good and make this one lighter but the game now looks ugly. i play the game for many years but the new pop-up that appears on the left side of the screen while running is super annoying, adding option to disable will be amazing i dont tend to watch ads a lot especially for chests so putting a non-dismissible red dot as long as i didn't open one in one of the chests annoying my ocd, please be more kind towards that.",2,negative
REV00536,Google Play Store,Games - Battle Royale,"I've been aware of this game for quite a while but refuse to consider it because I was not a fan of online games (Shadow fight 3 being an exception)...well... until now. What really blows my mind is how well optimized it is even for my entry level cheap android tablet...and of course it's low size but fun content to keep you hooked for hours if you're not careful. Also,it runs well even if your network is not too stable. Amazing game indeed!..I guess I now realize what all the fuss is about.",5,positive
REV00537,Google Play Store,Games - Augmented Reality,"this game frustrates me more than not. throw a ball straight, somehow curves. throw a ball as hard as you can, somehow doesnt go far enough. hitbox is green? still might take you 13 pokeballs to get it 😃 its so frustrating and I feel like all it does is push people to spend money. not to mention the random connection issues where itll take me 5 mins just to spin a poke stop. I had uninstalled it for like 8 years and recently reinstalled, now I remember why I got rid of it to begin with.",1,negative
REV00538,Google Play Store,Games - Strategy,"Worst game! even if you have good network connection, the game got suddenly stop and restart between Matches, and the main issue is the game is not opening and stopped between 98-99% in loading screen. I got this prblm more than 1 week, even after doing all the things from uninstalling the game, restart the phone etc etc.. it is not working.. also, the game is money sucker. as a f2p player, It is next to impossible to make progression faster. Dogshit game, DON'T PLAY!",1,negative
REV00539,Google Play Store,Games - Battle Royale,"Playing Free Fire for 7 years—still feels special. From simple gameplay to intense battles, I’ve seen everything change. Old days had a different vibe, real grind and fun. Free Fire isn’t just a game, it’s memories. Respect to all old players. 🔥",5,positive
REV00540,Google Play Store,Games - MOBA,"A lot of people are already complaining this im different kind of social media platform, so I would like to write it down here in review. The game has some kind of problem, where even though you have a good internet (wifi or data) it's still very laggy. It's not a problem of internet anymore, it is the problem from game itself.",1,negative
REV00541,Google Play Store,Games - Endless Runner,"I love this game, Ive been playing it for years, but I had to delete it once, and when I re installed it, I lost all of my progress and trophies and skins. I love the game, it's just I would want to keep my progress, even if I delete the app",3,neutral
REV00542,Google Play Store,Games - Action RPG,"Been a pc player since 2020 when the game released. Super fun with everything from interesting and satisfying combat, mini games, a huge open world to explore, characters to collect, a wonderful story, phenomenal music and more. You don't have to spend a cent on additional purchases as there's so much of the gacha currency around. A very good game that just gets better and better as time goes on.",5,positive
REV00543,Google Play Store,Games - Social Deduction,"The game is really fun, altough I'm having a problem, it kicks me out then says we sent 6 pings that were not responded to, it happened before then dissapeared, but now it keeps happening then says to wait for 10 minutes (sometimes going higher) for intentionally disconnecting, im not able to play because a few seconds after i do a task i get disconnected 5 more minutes than the last.",1,negative
REV00544,Google Play Store,Games - Strategy,the game is designed fo be highly addictive. I was able to get to 6350 trophies without purchases in 2 weeks on skill. once there the only way to climb is by paying if you d9nt want to wait to level up your cards. the issue is they release new features like evolution or hero and then people at the 6k level are addicted and are weak and then make the purchase. its a terrible thing.,1,negative
REV00545,Google Play Store,Games - MOBA,"I really love playing this game, but this game is not for solo cuz I played ml to skip stress and enjoy, but they always gave me team which has no experience on their given lane, sometimes they only had one hero and get banned, so they just troll the game and loss. I also noticed that they always gave me teammates which more likely play like an ai or bot cuz how the hell they roam around like don't have a map, also i always get low rank teammates, while enemy got pro sometimes got a top badge:((",1,negative
REV00546,Google Play Store,Games - Strategy,"It's okay but I don't like where its going. I returned as a new player after taking a break for a while, and the game doesn't feel like a competitive game any more, They removed the trophy system, Removed timers for training, Made the verses unlockable at TH6, They've completely changed key elements that made people motivated to play, pushing and battling other bases for trophy's trying to get to the bronze or legend, it just had that competitive motivation, Unfortunately its just not original",3,neutral
REV00547,Google Play Store,Games - Strategy,"Hello Supercell Support. I have multiple accounts in Clash of Clans using Supercell ID. Recently, most of my accounts no longer show the account name and Town Hall level in the account switching menu. Because of this, it is very difficult to identify which account I am switching to, and I sometimes open the wrong account. Other players’ accounts still show their names and TH levels normally. Please help check and fix this issue. Thank you.",3,neutral
REV00548,Google Play Store,Games - Puzzle,"One of the very best games out there and it really goes above and beyond when it comes to keep passing levels with an abundance of great ideas and moves if you get stuck. Yet I have had to reset the game back to level one from level 1,010 because this game makes you spend a small fortune just to pass levels. I ended up spending over $100 in July then I said no mas no mas and deleted the storage data to go back to level 1 for the 3rd time. Plan on spending a lot of money if you want to advance 😄",5,positive
REV00549,Google Play Store,Games - Action,"Been a player since 2022. It's gotten way worse since then, rewards feel meaningless because I can't get enough of what I need to upgrade my brawlers. People should already have the choice to choose what buffies they need, the randomizer is just another cash grab, I don't bother to waste coins and power points on that.",3,neutral
REV00550,Google Play Store,Games - Sandbox,"It's 2026 now, still when using the mouse on phone the Right click to control the camera movement like in PC is not possible on a phone, even the right click is useless it's always go to settings. What happened to the Chat instead of inhancing moderation they completely disabled, they disabled one of the foundation of the game, they're killing our childhood game📉, it's the worst update ever.",3,neutral
REV00551,Google Play Store,Games - Action,"The game is very fun, however trophies are too much of a grind, I can be very skilled with a brawler and still have to grind. The ranked resets make it so high skill players are playing with weaker players. Many brawlers are also unbalanced, making the game very annoying.",2,negative
REV00552,Google Play Store,Games - Strategy,Been a player of this game since 2015.. it's been a long journey.. I like how the creators of the game actually try to work on things even for free to players.. not like the developers of most of the games nowadays..whose basic motto is just money grabbing by adding the same things. Also huge shoutouts to the content creators of the game who raise concerns and thereby helping in improving the game. This game changed a lot I am actually a very big fan of the Improvements this game has shown.,5,positive
REV00553,Google Play Store,Games - Endless Runner,"Hello! I just have a slight concern regarding the Season Hunt Winter Xtreme. I have already collected around 350 tokens. but the way we are recieving the rewards is really slow like for me it's one reward per day. And I am in reward 17.. there is only like 10 days left, I have the tokens, more than enough. are we going to get Mia? I really lover her pink outfit:(( also I don't have the option to buy out the rewards w keys, the keys button appears grey",3,neutral
REV00554,Google Play Store,Games - MOBA,"I played this game almost everyday.. But right now, it feels empty, since my Moonton account got hacked. I really miss it, I already spent a lot, I got Xborg Metro Zero, Granger M7, and Zilong Epic, Kagura special and summer skin, and a lot more.. It's been a nice day, if you see my account, ThaciXPro with that skin, that used to be mine.. And now, it's just a memory, I try everything, but nothing works.. This game is good though.. And now, goodbye, my memory..",4,positive
REV00555,Google Play Store,Games - Action RPG,"A fun and captivating game with world exploration, immersive stories, character interactions, build-ups, and end-game content with rewards to keep your interest going. However, it is time-consuming and relies on your effort and capacity to get the results and loved characters inside the field of meta to various parts of your adventure in the world as the game keeps updating with newer and newer in-game features and does the changes in meta. Overall, a good developing game with fun elements 🤌",5,positive
REV00556,Google Play Store,Games - Strategy,"Dear Supercell Support, I am very disappointed with the security system of Clash of Clans. I recently lost access to two of my accounts that I have been playing for about 8 years. Someone changed the email address linked to my accounts, but I never received any prior notification or OTP verification before the change was made. For such an important change, there should be a confirmation sent to the original email or phone number before allowing the update. Unfortunately, I only realized the",1,negative
REV00557,Google Play Store,Games - Social Deduction,"this game is good but it gets too repetitive and boring. there needs to be more roles. all the mods out there, they make the game alot more fun but they aren't actually part of the game. take for example sidemen among us, it would really boost the game if you add those kind of things in it. buy it off the owners if you have to, trust me it'll be a good investment",3,neutral
REV00558,Google Play Store,Games - Social Deduction,"just found a bug where i am marked as ""intentionally disconnecting"" after the system disconnected me for 6 pings. like- how on earth would you pause someone for 2 minutes when even you- know that im lagging so bad?(or does your system actually remember?) played a good whole 3 years and its my first time getting bugged for something i dont even know how to fix, devs pls hear me out on this one",3,neutral
REV00559,Google Play Store,Games - Shooter,Call of duty is a very good game with world wide players I love the game. but I have one problem that make thinking of playing the game stressful. The loading time. Just for the game to load and send you to lobby takes time. Because of this I'm not playing the game like before this means I might uninstall the same soon. Please CODM do something about this. And more thing when the network brakes sometimes the game just go ahead and close the app automatically sending you out of battle. Why?,3,neutral
REV00560,Google Play Store,Games - MOBA,"this game suck, sure it's enjoyable, but annoying and can destroy your mental health. It was supposed to be enjoyable, but then, when I reached mythic, my match history has been always victory defeat, again and again. It would be understandable if it happened in one day only, but I've been playing in a week now. The match making is still the same. It's not fair.",1,negative
REV00561,Google Play Store,Games - Battle Royale,Free Fire is a great game but the network issue is becoming frustrating. Sometimes the ping suddenly goes high and the character starts lagging. Please improve the servers and connection stability for players.,3,neutral
REV00562,Google Play Store,Games - MOBA,"This game is literally so addicting. I've been playing this game since 2018,and over the years, it improved a lot. The Heroes, the system, the gameplay it's so amazing and good. Though the only thing I don't like about this game is having the dark system (trash team but broken enemies), it often happens when I play too much, but every now and then, I stopped playing as soon I get a win streak so that I don't lose it, Anyways I'll give this game a 5/5 stars, thanks for creating this game Moonton",5,positive
REV00563,Google Play Store,Games - Puzzle,"The actual puzzle playing part is fun, but the game forces you into way too many things. Races, some trading thing, etc. It takes forever to get from one level to the next because of all the pop ups you have to go through. You also have to wait for it to slowly move you to the next level, it's pretty annoying.",3,neutral
REV00564,Google Play Store,Games - Strategy,"This game is also good but as you progress in this game, the game will change a bit and will become more difficult, and when you go above 5500 trophies, you will lose matches continuously or you will feel like it.That the game itself is beating you to the punch, because how can someone land so many troops at once when you're only getting a couple of them, and it feels like the elxer is loading very slowly.I think this game matches us with bot players and makes us lose so that we don't get the 🏆",3,neutral
REV00565,Google Play Store,Games - MOBA,"I have been unable to open the game for over one month. I already contacted support many times and followed every step they suggested (clearing cache, reinstalling the game, resetting the phone, and filling out their forms). Unfortunately, nothing has solved the problem yet. This game is very important to me because I have a squad waiting for me, but I still cannot access my account. It is frustrating to keep receiving automated replies instead of real help. I hope the developers take this issue",1,negative
REV00566,Google Play Store,Games - Strategy,"Small indie game dev studio apparently lacks the budget to fix constant crashes and freezes on a MOBILE GAME. My PC runs any modern game on ultra but this little chatGPT-coded menace is beyond modern technology it seems. Aside from terrible performance, Pay-To-Win is rampant, matchmaking puts you against kids who stole their mom's credit card and went on a shopping spree. Decent for just wasting time but don't take this game seriously.",1,negative
REV00567,Google Play Store,Games - Action RPG,"One of the best game of this world till now, just praises and wow to the devs and who thought of this game. (this was when i gave 5 stars for this game) Update after 3/4 Years, This GAME which was the FUTURE OF GAMES, THE BEST GAME THERE WAS, game hasn't been optimised properly since Natlan 2nd Phase, and after Nod Krai lag and crashes became frequent each & everyday just as i log in damn game would be frozen, can't even complete commissions let alone the story quests. RAGE UNINSTALLED IT TODAY",3,neutral
REV00568,Google Play Store,Games - Racing,"Fun game without any pay walls (technicaly) however, there are many opportunities to spend money to gain advantages over f2p players. You can have a great time without ever spending money, however, those who do choose to spend will progress significantly faster than those who don't. Some games only let you do a few races before having to wait to play another. This game will let you play nonstop. There is a fuel system that takes time to restore, but its on a per car basis, so just switch cars.",4,positive
REV00569,Google Play Store,Games - Shooter,Listen I love the new updates from the past till now but you have got to do something about the frequent lags after each update and also you got to put a timer settings for the campers like it makes the game boring if they stay longer than 8 seconds either like self destruct them or something like only snipers alone should be camping.,1,negative
REV00570,Google Play Store,Games - Social Deduction,Initially it was a very nice game and I used to enjoy a lot but nowadays I am having a lot of bad experiences involving bugs which detoriated my gameplay many times.,1,negative
REV00571,Google Play Store,Games - Racing,"It’s a wonderful game at 60 FPS on max graphics, and it doesn’t even stutter a bit. So I’m sure 120 FPS won’t be a problem. The events, rewards, and cars really make up for it, so I’m very happy. Thank you for creating this wonderful game 🩵",5,positive
REV00572,Google Play Store,Games - Battle Royale,"I've always loved playing PUBG, but I've always played solo. Now with the new update, I can't rise in the ranks on solo without doing promotion matches in 4 man teams. I absolutely despise this new feature. I don't mind promotion matches, but why does it have to be in 4 man teams? Please developers, change this!",2,negative
REV00573,Google Play Store,Games - Sandbox,"marketplace pass is a total waste of money. it's buggy and broken 99.9% of the time and with an entire 112GB open in my storage, can't update any of my add-ons, can barely get through the game without it crashing, even after deleting everything. don't waste your time, just place on PC.",3,neutral
REV00574,Google Play Store,Games - Shooter,it's been 3 or 4 months since been experiencing sound glitches been taking to customer support past 2 months 2 new updates since they haven't fix it yet they keep saying they working on it but new update came out same they didn't fix it now hackers every other game I told them about it they told me report them I kept doing it but they do nothing either way,1,negative
REV00575,Google Play Store,Games - Strategy,"Played when it first came out, and I'm having a blast again all these years later. There is just so much content now and everything is streamlined! Definitely still an incredible game and anyone should give it another go if they stepped away or haven't even played yet. It's a great game and you do not have to spend money to enjoy or actively compete!!",5,positive
REV00576,Google Play Store,Games - Sandbox,"Has been my favorite game since childhood but i keep getting the error code: creeper because it was unable to sign me in into my Microsoft account, i have tried everything to fix it but none works, I hope I'm not the only one experiencing this and i wish it would be fixed.",3,neutral
REV00577,Google Play Store,Games - Social Deduction,"So fun, but...! Excellent gameplay, super cool graphics, mostly kid-friendly except for the cartoonish violence. Great new face-lift in March 2025. Since the update, however, The humongous Among us problem, like many reviewers reported, is the high frequency disconnects. The screen goes completely black but somehow you stay connected... Other times you get disconnected back to back to back! This must get fixed, devs!",3,neutral
REV00578,Google Play Store,Games - Puzzle,"Many glitches. Currently, 3/12/26, the spin wheel isn't working, nor the chocolate box, no lives from friends and says no connection when there is a connection. Not enjoyable and more frustrating than it's worth! I've been playing for 13 years for relaxation but rethinking if it's worth it! These issues need to be fixed!",3,neutral
REV00579,Google Play Store,Games - Battle Royale,It is very Good game. I play this game since 1 year. I think you also like this game. In this game you invite your friend and play with him. It is realistic game. one thing I don't like in this game is you do not talk with enemies like in pubg mobile 🤔. Anyways this game is good not bad.,5,positive
REV00580,Google Play Store,Games - Shooter,"Dear Call of Duty: Mobile Development Team. Please add a Peek & Lean feature in Call of Duty: Mobile. This feature is available in BGMI and Delta Force and makes gameplay more tactical and realistic. Players can lean left or right while aiming from cover, which improves strategy and close combat fights. Currently, gunfights feel less dynamic without this feature. Adding it will improve control, increase skill-based gameplay, and make Multiplayer and Battle Royale more engaging.",4,positive
REV00581,Google Play Store,Games - Endless Runner,I have been playing subway surfers for sometime now and I love it. However I only have one(1) issue when I try to restore my previous account on my new phone despite I saved it.,3,neutral
REV00582,Google Play Store,Games - Augmented Reality,"Fun but buggy. You'll be logged out if you leave the app open and use a VPN, even if it's just in the background. You can use wi-fi, just never with a VPN. When you're logged out, you have to use one of three browsers (inbuilt, chrome, or safari) to log back in: anything else is kicked back including firefox. Aside from these technical issues, it's fun: all pokemon are available to catch. Worth the issues.",3,neutral
REV00583,Google Play Store,Games - Battle Royale,"I feel extremely ashamed and deeply regret my past actions that led to the ban of my account. At that time, I made a poor decision by using configuration files without fully understanding the seriousness of it and how it violated the rules. Over the past 5 years, I have realized my mistake and truly feel bad about it. This game means a lot to me, and losing my account has been a constant regret. I humbly ask for just one chance to prove that I have changed and that I will strictly follow all the",5,positive
REV00584,Google Play Store,Games - Puzzle,"this game is so awesome, and you can win gold, and there is not even one ad. I really recommend this game to whom people love to play and so confident and not get sad when they lose if you lose and you cry that you lost I whould not recommend this game for them but this game is so fun and this game never never ends and it has a level 10,000 but that level is so hard it is so impossible to win level 10,000.",5,positive
REV00585,Google Play Store,Games - Action RPG,"Aside the primogems quantity we get every version, wich is pretty bad (around 70 pulls), I do enjoy the map exploration more than in any other game (especially other gacha games, since optimization in WuWa is pretty bad for my device sadly...). I also really like character designs and lore, although a skip button would make a huge difference for people who don't have much time to play, at least for world quests and characters individual quests.",3,neutral
REV00586,Google Play Store,Games - Strategy,I just rerate it. I often experience these issue I cannot pick my hero/army to deploy in the battlefield/base of the enemy. Or rather say that there is a bug in deploying my picking hero/army to the battlefield/base of the enemy. Can you please fix it. And thanks.,3,neutral
REV00587,Google Play Store,Games - Racing,"Game is way too dependent on pay-to-progress. Game progression is too quick then you're stuck, struggling to upgrade without paying real money. I have at least 7 stages that I cannot race because I don't have the necessary car. What is the point of unlocking stages when you don't have the car or the means to aquire the car or the necessary upgrades to even race because your vehicle is underpowered? Unless you have the freedom to just throw money at upgrades, this game is a waste of time.",1,negative
REV00588,Google Play Store,Games - Sandbox,Amazing game!!! I have been playing it for more than 7 years. Totally recommend!bur on one problem..bugs! Some games are super glitchy like the lagging in steal a brainrot and the game takes up lots of space! And in this game there are other games and young kids can also play it! so it is highly recommend.,5,positive
REV00589,Google Play Store,Games - Shooter,"Game is good, but game making is pathetic. And recently, if you switch on your mike, the game sound is reduced to almost 0. Can't believe such a critical bug is not fixed till starting of 2026. BR: Out of 100 players in a lobby, around 90 will be bots unless you reach the top most tier. MP: Really good map, gun fight, good opponents as well, but match making will take an eternity. I've literally waited around 3-4 mins to get a game. Graphics 5/5 Gameplay 5/5 Match making: 2/5",3,neutral
REV00590,Google Play Store,Games - Sandbox,"amazing game. we all know hoe great this is. BUT, I'm confused as to why the title length for worlds is so short. If there was a description s setting, it would probrably fix it. thx There is an error with my recourse packs, when I download them they never load, and I dont know if the clear dowload cache button is even working at all. FIX PLEASD I BEG YOU!",3,neutral
REV00591,Google Play Store,Games - MOBA,"I have been playing this game for so long in fact i was so addicted. But now, idk why im starting to disinterest of playing it while matchmaking they tend to match u up with team that are not alway good u seldom get a good team. They tend to alway give a strong enemy and i have been infuriated by it. I have been losing and winning non stop but most of it is losing. And i am alway team up with indonesia.they are toxic af and i cant focus",1,negative
REV00592,Google Play Store,Games - Battle Royale,I really enjoy the game but you are bringing too much cringe stuff in the game we play this because its not like free fire like flashy sparkles and stuff please dont ruin it or it won't be the same many of my friends stopped playing it please understand it doesn't have to be pay to play and all that glow stuff is unnecessary like the trail effect cabin name and too many items its fine to bring in gilt and x suit and stuff like that and what's with those gay emotes just bring the good stuff not..,3,neutral
REV00593,Google Play Store,Games - Social Deduction,"honestly it kinda sucks now, intentional or not you get a penalty if you leave a game. Once when I was playing the owner said they would ban me after for giving up which is unfair because most likely you won't see that lobby ever again and when I left I got a penalty, so either leave and not play for 20 minutes or get banned from a lobby, or get votekicked and have 20 minute penalty. needs major fixes too and overall this game just sucks nowadays. it's past it's prime.",2,negative
REV00594,Google Play Store,Games - Augmented Reality,"Overall I really enjoy the game. It is a good way to learn more about pokemon and how to fight with them as well. While I do really enjoy the game, there are a few reasons why I gave it 4 stars. Due to word limit, it will have to be brief. - Randomly freezes as you catch pokemon - some raid pokemon are insanely hard to catch and seems like they want you to buy passes to catch them. - Storage space is easy to fill. To get more (choosing to buy) the amount you get is so small.",4,positive
REV00595,Google Play Store,Games - Augmented Reality,"a great game overall but I'm facing some problems. When I enter combat with any Rocket member (grunt, leader or Giovanni), in some cases, it doesn't even start, it straight up shows the defeat screen and asks me to rematch. In other cases I was battling leader Cliff. Every one of my 3 pokémon were still up, none of them were knocked, and then when I reached Cliff's last active pokémon, it just ended showing me the defeat screen.",3,neutral
REV00596,Google Play Store,Games - Sandbox,"A very good game considering it has no ads but I think there should be mods for people who can't afford to buy mods, and that goes for skins and outfits too. Other than that it's pretty fun. one problem is that it said it needed to be restored. I did everything needed and it STILL wouldn't let me download it.",4,positive
REV00597,Google Play Store,Games - Puzzle,I love Candy Crush Saga because this is fun to enjoy every time I have to play!!!! and I knew it was totally awesome sauce to play Candy Crush Saga!!!! even if I get the highest score for the record so if I get an additional matches!!!! I do a great job and a good game app for me!!!!,5,positive
REV00598,Google Play Store,Games - Battle Royale,"The 8th Anniversary update is very disappointing. The new UI is way too bright and causes severe eye strain. Also, the settings layout is now so complicated that finding basic options takes forever. ​The game feels cartoonish and has lost its realistic vibe. Please fix the lag on low-end devices and bring back the classic look. This update feels more like a different game than the PUBG we love.""",1,negative
REV00599,Google Play Store,Games - Sandbox,"I just wanted to report about the UI because it's not that good using your 4 fingers for controlling the game. When I use the screen to aim while pressing attack button, sometimes it bugs and immediately the aim goes upward or the aim has been interrupted so please fix this issue cuz I'm comfortable using 4 fingers",3,neutral
REV00600,Google Play Store,Games - Endless Runner,I would recommend it Subway surfers is the best no wifi needed but it does contain ads only every time you lose and get back to the home place if you double tap the screen when running the game is so fun. It even gives instructions,5,positive
REV00601,Google Play Store,Games - Shooter,"A great game, it has its foibles but overall lots of maps, lots of guns and actually lots of everything, graphics are responsive and smooth as long as you have a half decent device and lock ups and crashes are none existant so all in all a worthwhile game with no intrusive ads though you can optionally watch ads for rewards, however best play is a joke often given to a loser with more deaths than kills... really!!!",4,positive
REV00602,Google Play Store,Games - Battle Royale,"To be honest, this used to be my top favorite game of all time. The game mechanics are very cool, the game play is fire and in-game communication is legit. Cool gun skins, especially the M4 Glacier. Used to be the game I had always dreamed about. As good as it is, I can't give it a rating above two stars. With every update, the fun levels go down more. N the change in the look of the lobby is a big downer for me. I'm used to the dark theme n this light one was so uncalled for to me",2,negative
REV00603,Google Play Store,Games - Strategy,"I end up uninstalling over and over, too many forced updates as well as the recent increase in pay to win NECESSITY its less fun than it used to be. I can't even claim my free daily mystery item without having to scroll past at the minimum 11 $cash grab$ offers wanting my CC info. They keep the boring game modes and add the modes that are less popular with a reward at the end forcing people to play terrible game modes repeatedly. Uninstalled again today. BTW been playing 8 years(:",2,negative
REV00604,Google Play Store,Games - Shooter,"""I absolutely love♥️ the gameplay and graphics of Call of Duty, and honestly, it deserves a 100/1000 🌟stars rating! However, the only reason I am giving it 3 stars is the massive download size for resources. It’s frustrating that a single gun skin requires around 500MB to download—you could literally download Free Fire Max twice in that much data. Please optimize the storage and update sizes. It’s a great game, but this data issue is a big drawback.""",3,neutral
REV00605,Google Play Store,Games - Action,"not gonna lie, this game is fun, but reality is, it blows when there's an event for a new character, and you get ripped off on 10 or so event matches because you get paired with randoms that are intentionally throwing matches. Making a character unlock where the only options are have teammates that can/will throw the victory or pay for it is kind of low on the scale of things.",3,neutral
REV00606,Google Play Store,Games - Racing,"I had a very good experience playing this game, I love to unlock new cars and completing the missions I also love to race against other players",5,positive
REV00607,Google Play Store,Games - Sandbox,"Game is good but very buggy, and it checks to make sure you own the game every once in a while. Wouldn't be a problem, but that check requires wifi so if you're trying to play away from home (cause this IS mobile, it's why I have it) you sometimes just can't since the verification fails without wifi.",3,neutral
REV00608,Google Play Store,Games - Racing,"I enjoy the game on the Xbox but on my phone the only thing I can do is watch ads, every time I want to race it crashes or if I'm ever lucky to load a race it's just really bad and lagging (my son has the same game on an older phone and it works fine for him so it can't be the internet connection) could it be my phone? not sure because all other games and apps work fine just not this one unfortunately.",3,neutral
REV00609,Google Play Store,Games - Endless Runner,Subway Surfers is a very fun and straightforward runner type of game that has been on the market for quite the number of years. I believe most people will enjoy this game with the exception of anyone that may be sensitive to pop-up adverts as the game is riddled with these and they're constantly begging the player to view these adverts to get additional runs in a single run alongside other goodies. If you can bring yourself to ignore these constant pop-ups? You will not struggle to kill time.,4,positive
REV00610,Google Play Store,Games - Social Deduction,"Great game, love to play, phantom is my favorite role. The only problem is that I can't download mods, and sometimes when my internet is full, it says I got disconected. But otherwise, its great, 10/10. I do recomend.",5,positive
REV00611,Google Play Store,Games - Action RPG,"player since beginning, nice story ( too long sometimes, wish they could add a save point) visual is very great to good enough to my taste and I love the exploration overall. sound track/game's music and my fav individual characters story are also why I keep playing even though I had burn out from this game sometimes, it's good that they're adding new things in the game. not the shills though, that kinda uncool haha...",5,positive
REV00612,Google Play Store,Games - Racing,"it is the most goodest and nicest racing game ive ever experienced. plus, the graphics is really good and its easy to control the joysticks.",5,positive
REV00613,Google Play Store,Games - Sandbox,"Dear Mojang, I just want to say that this game is all I ever dreamed of playing ever since I was a little girl. I played mc on my cousin's phone since I wasn't allowed to have a phone, and what I liked the most was that I can play with my other cousins. Lately, the game has been having errors and I can't logged into my Microsoft acc, neither can my brother. We can't join each other, we can't join other servers, the marketplace is glitched, we've redownloaded this game so many times already.",2,negative
REV00614,Google Play Store,Games - Battle Royale,"New problem is the death replay or loss, whatever you want to call it says it is not accurate because of something with network.If death replay is not accurate then what use does it serve to players?I stood on a roof and a guy came and shot me like a one-tap without cross hair placement or pre aim despite me shooting first.He used a midrange gun and I used an SMG, but I hit chest shots and the guys aim in just one flick landed headshots with no sign of the fundamentals with aim.",1,negative
REV00615,Google Play Store,Games - Strategy,"I’ve been playing Clash of Clans since 2024, and while the game itself is fun and addictive, the technical issues have become very frustrating. Even though my internet works perfectly, the game often shows a sudden “internet connection error” and then crashes. Because of this, I have been demoted in rank twice, and I’ve wasted all my Clan Capital attacks multiple times.",2,negative
REV00616,Google Play Store,Games - Augmented Reality,"Still a really fun (and addicting) game with more to do than ever. We all know what this game is at this point, so I'm not going to go into all the stuff you can do. However, I'm taking a star off for two reasons. One, after all this time, they still never solved the issue of the game never reconnecting if you lose your connection in the middle of catching a pokémon. And two, some features aren't well explained and involve far too much messing around to try to figure them out.",4,positive
